date,strike,expiry,cp,total_oi,settlement_price,volume,dealer_long_oi,dealer_short_oi,dealer_net_oi,dealer_fraction
2026-03-02,30200,202602F4,P,364,0.0,106,63979,62729,3,0.009865
2026-03-02,30300,202602F4,P,27,0.0,0,63979,62729,0,0.009865
2026-03-02,30400,202602F4,P,2,0.0,0,63979,62729,0,0.009865
2026-03-02,30500,202602F4,P,33,0.0,0,63979,62729,0,0.009865
2026-03-02,30600,202602F4,P,26,0.0,0,63979,62729,0,0.009865
2026-03-02,30700,202602F4,P,24,0.0,0,63979,62729,0,0.009865
2026-03-02,30800,202602F4,P,26,0.0,0,63979,62729,0,0.009865
2026-03-02,30900,202602F4,P,34,0.0,1,63979,62729,0,0.009865
2026-03-02,31000,202602F4,P,61,0.0,0,63979,62729,0,0.009865
2026-03-02,31100,202602F4,P,110,0.0,0,63979,62729,1,0.009865
2026-03-02,31200,202602F4,P,235,0.0,16,63979,62729,2,0.009865
2026-03-02,31300,202602F4,P,221,0.0,0,63979,62729,2,0.009865
2026-03-02,31400,202602F4,P,461,0.0,1,63979,62729,4,0.009865
2026-03-02,31500,202602F4,P,1298,0.0,4,63979,62729,12,0.009865
2026-03-02,31600,202602F4,P,803,0.0,13,63979,62729,7,0.009865
2026-03-02,31700,202602F4,P,840,0.0,34,63979,62729,8,0.009865
2026-03-02,31800,202602F4,P,1222,0.0,210,63979,62729,12,0.009865
2026-03-02,31900,202602F4,P,1348,0.0,484,63979,62729,13,0.009865
2026-03-02,32000,202602F4,P,907,0.0,171,63979,62729,8,0.009865
2026-03-02,32100,202602F4,P,198,0.0,36,63979,62729,1,0.009865
2026-03-02,32200,202602F4,P,197,0.0,82,63979,62729,1,0.009865
2026-03-02,32300,202602F4,P,129,0.0,72,63979,62729,1,0.009865
2026-03-02,32400,202602F4,P,967,0.0,150,63979,62729,9,0.009865
2026-03-02,32500,202602F4,P,759,0.0,320,63979,62729,7,0.009865
2026-03-02,32600,202602F4,P,136,0.0,112,63979,62729,1,0.009865
2026-03-02,32650,202602F4,P,33,0.0,6,63979,62729,0,0.009865
2026-03-02,32700,202602F4,P,250,0.0,77,63979,62729,2,0.009865
2026-03-02,32750,202602F4,P,66,0.0,26,63979,62729,0,0.009865
2026-03-02,32800,202602F4,P,118,0.0,41,63979,62729,1,0.009865
2026-03-02,32850,202602F4,P,72,0.0,70,63979,62729,0,0.009865
2026-03-02,32900,202602F4,P,218,0.0,27,63979,62729,2,0.009865
2026-03-02,32950,202602F4,P,71,0.0,47,63979,62729,0,0.009865
2026-03-02,33000,202602F4,P,857,0.0,804,63979,62729,8,0.009865
2026-03-02,33050,202602F4,P,62,0.0,36,63979,62729,0,0.009865
2026-03-02,33100,202602F4,C,2,0.0,0,63979,62729,0,0.009865
2026-03-02,33100,202602F4,P,219,0.0,120,63979,62729,2,0.009865
2026-03-02,33150,202602F4,P,95,0.0,92,63979,62729,0,0.009865
2026-03-02,33200,202602F4,P,438,0.0,224,63979,62729,4,0.009865
2026-03-02,33250,202602F4,P,157,0.0,157,63979,62729,1,0.009865
2026-03-02,33300,202602F4,P,325,0.0,224,63979,62729,3,0.009865
2026-03-02,33350,202602F4,P,216,0.0,171,63979,62729,2,0.009865
2026-03-02,33400,202602F4,C,1,0.0,0,63979,62729,0,0.009865
2026-03-02,33400,202602F4,P,481,0.0,507,63979,62729,4,0.009865
2026-03-02,33450,202602F4,P,234,0.0,429,63979,62729,2,0.009865
