date,strike,expiry,cp,total_oi,settlement_price,volume,dealer_long_oi,dealer_short_oi,dealer_net_oi,dealer_fraction
2026-01-09,25500,202601F2,P,123,0.0,0,58981,72748,-12,-0.104510
2026-01-09,25700,202601F2,P,55,0.0,0,58981,72748,-5,-0.104510
2026-01-09,25800,202601F2,P,1,0.0,0,58981,72748,0,-0.104510
2026-01-09,25900,202601F2,P,1,0.0,0,58981,72748,0,-0.104510
2026-01-09,26000,202601F2,P,26,0.0,0,58981,72748,-2,-0.104510
2026-01-09,26100,202601F2,P,2,0.0,0,58981,72748,0,-0.104510
2026-01-09,26200,202601F2,P,7,0.0,0,58981,72748,0,-0.104510
2026-01-09,26300,202601F2,P,14,0.0,0,58981,72748,-1,-0.104510
2026-01-09,26400,202601F2,P,48,0.0,0,58981,72748,-5,-0.104510
2026-01-09,26500,202601F2,P,145,0.0,1,58981,72748,-15,-0.104510
2026-01-09,26600,202601F2,P,45,0.0,0,58981,72748,-4,-0.104510
2026-01-09,26700,202601F2,P,11,0.0,0,58981,72748,-1,-0.104510
2026-01-09,26800,202601F2,P,22,0.0,0,58981,72748,-2,-0.104510
2026-01-09,26900,202601F2,P,23,0.0,0,58981,72748,-2,-0.104510
2026-01-09,27000,202601F2,P,197,0.0,0,58981,72748,-20,-0.104510
2026-01-09,27100,202601F2,P,16,0.0,0,58981,72748,-1,-0.104510
2026-01-09,27200,202601F2,P,17,0.0,0,58981,72748,-1,-0.104510
2026-01-09,27300,202601F2,P,62,0.0,0,58981,72748,-6,-0.104510
2026-01-09,27400,202601F2,P,30,0.0,0,58981,72748,-3,-0.104510
2026-01-09,27500,202601F2,P,60,0.0,1,58981,72748,-6,-0.104510
2026-01-09,27550,202601F2,P,21,0.0,0,58981,72748,-2,-0.104510
2026-01-09,27600,202601F2,P,12,0.0,0,58981,72748,-1,-0.104510
2026-01-09,27650,202601F2,P,15,0.0,0,58981,72748,-1,-0.104510
2026-01-09,27700,202601F2,P,34,0.0,0,58981,72748,-3,-0.104510
2026-01-09,27750,202601F2,P,20,0.0,0,58981,72748,-2,-0.104510
2026-01-09,27800,202601F2,P,24,0.0,0,58981,72748,-2,-0.104510
2026-01-09,27850,202601F2,P,23,0.0,0,58981,72748,-2,-0.104510
2026-01-09,27900,202601F2,P,58,0.0,0,58981,72748,-6,-0.104510
2026-01-09,27950,202601F2,P,24,0.0,0,58981,72748,-2,-0.104510
2026-01-09,28000,202601F2,P,169,0.0,0,58981,72748,-17,-0.104510
2026-01-09,28050,202601F2,P,4,0.0,0,58981,72748,0,-0.104510
2026-01-09,28100,202601F2,P,72,0.0,0,58981,72748,-7,-0.104510
2026-01-09,28150,202601F2,P,5,0.0,0,58981,72748,0,-0.104510
2026-01-09,28200,202601F2,P,72,0.0,160,58981,72748,-7,-0.104510
2026-01-09,28250,202601F2,P,15,0.0,4,58981,72748,-1,-0.104510
2026-01-09,28300,202601F2,C,20,0.0,0,58981,72748,-2,-0.104510
2026-01-09,28300,202601F2,P,77,0.0,148,58981,72748,-8,-0.104510
2026-01-09,28350,202601F2,C,14,0.0,0,58981,72748,-1,-0.104510
2026-01-09,28350,202601F2,P,83,0.0,42,58981,72748,-8,-0.104510
2026-01-09,28400,202601F2,P,96,0.0,0,58981,72748,-10,-0.104510
2026-01-09,28450,202601F2,P,107,0.0,20,58981,72748,-11,-0.104510
2026-01-09,28500,202601F2,C,32,0.0,0,58981,72748,-3,-0.104510
2026-01-09,28500,202601F2,P,116,0.0,48,58981,72748,-12,-0.104510
2026-01-09,28550,202601F2,P,49,0.0,12,58981,72748,-5,-0.104510
2026-01-09,28600,202601F2,C,1,0.0,0,58981,72748,0,-0.104510
2026-01-09,28600,202601F2,P,550,0.0,4,58981,72748,-57,-0.104510
2026-01-09,28650,202601F2,C,1,0.0,0,58981,72748,0,-0.104510
2026-01-09,28650,202601F2,P,143,0.0,71,58981,72748,-14,-0.104510
2026-01-09,28700,202601F2,C,2,0.0,0,58981,72748,0,-0.104510
2026-01-09,28700,202601F2,P,64,0.0,6,58981,72748,-6,-0.104510
2026-01-09,28750,202601F2,C,1,0.0,0,58981,72748,0,-0.104510
2026-01-09,28750,202601F2,P,66,0.0,2,58981,72748,-6,-0.104510
2026-01-09,28800,202601F2,C,4,0.0,2,58981,72748,0,-0.104510
2026-01-09,28800,202601F2,P,147,0.0,27,58981,72748,-15,-0.104510
2026-01-09,28850,202601F2,C,3,0.0,2,58981,72748,0,-0.104510
2026-01-09,28850,202601F2,P,80,0.0,7,58981,72748,-8,-0.104510
2026-01-09,28900,202601F2,C,15,0.0,0,58981,72748,-1,-0.104510
2026-01-09,28900,202601F2,P,202,0.0,29,58981,72748,-21,-0.104510
2026-01-09,28950,202601F2,C,31,0.0,0,58981,72748,-3,-0.104510
2026-01-09,28950,202601F2,P,38,0.0,19,58981,72748,-3,-0.104510
2026-01-09,29000,202601F2,C,17,0.0,1,58981,72748,-1,-0.104510
2026-01-09,29000,202601F2,P,716,0.0,203,58981,72748,-74,-0.104510
2026-01-09,29050,202601F2,C,11,0.0,0,58981,72748,-1,-0.104510
2026-01-09,29050,202601F2,P,82,0.0,48,58981,72748,-8,-0.104510
2026-01-09,29100,202601F2,C,19,0.0,0,58981,72748,-1,-0.104510
2026-01-09,29100,202601F2,P,497,0.0,373,58981,72748,-51,-0.104510
2026-01-09,29150,202601F2,C,1,0.0,0,58981,72748,0,-0.104510
2026-01-09,29150,202601F2,P,210,0.0,98,58981,72748,-21,-0.104510
2026-01-09,29200,202601F2,C,27,0.0,5,58981,72748,-2,-0.104510
2026-01-09,29200,202601F2,P,356,0.0,483,58981,72748,-37,-0.104510
2026-01-09,29250,202601F2,C,4,0.0,0,58981,72748,0,-0.104510
2026-01-09,29250,202601F2,P,232,0.0,177,58981,72748,-24,-0.104510
2026-01-09,29300,202601F2,C,45,0.0,0,58981,72748,-4,-0.104510
2026-01-09,29300,202601F2,P,465,0.0,270,58981,72748,-48,-0.104510
2026-01-09,29350,202601F2,C,41,0.0,0,58981,72748,-4,-0.104510
2026-01-09,29350,202601F2,P,293,0.0,130,58981,72748,-30,-0.104510
2026-01-09,29400,202601F2,C,86,0.0,21,58981,72748,-8,-0.104510
2026-01-09,29400,202601F2,P,889,0.0,1079,58981,72748,-92,-0.104510
2026-01-09,29450,202601F2,C,38,0.0,26,58981,72748,-3,-0.104510
2026-01-09,29450,202601F2,P,419,0.0,646,58981,72748,-43,-0.104510
2026-01-09,29500,202601F2,C,82,0.0,23,58981,72748,-8,-0.104510
2026-01-09,29500,202601F2,P,1495,0.0,1708,58981,72748,-156,-0.104510
2026-01-09,29550,202601F2,C,11,0.0,3,58981,72748,-1,-0.104510
2026-01-09,29550,202601F2,P,926,0.0,1466,58981,72748,-96,-0.104510
2026-01-09,29600,202601F2,C,99,0.0,33,58981,72748,-10,-0.104510
2026-01-09,29600,202601F2,P,1623,0.0,3361,58981,72748,-169,-0.104510
2026-01-09,29650,202601F2,C,36,0.0,2,58981,72748,-3,-0.104510
2026-01-09,29650,202601F2,P,1399,0.0,3042,58981,72748,-146,-0.104510
2026-01-09,29700,202601F2,C,116,0.0,157,58981,72748,-12,-0.104510
2026-01-09,29700,202601F2,P,2048,0.0,6015,58981,72748,-214,-0.104510
2026-01-09,29750,202601F2,C,20,0.0,33,58981,72748,-2,-0.104510
2026-01-09,29750,202601F2,P,1087,0.0,6179,58981,72748,-113,-0.104510
2026-01-09,29800,202601F2,C,105,0.0,151,58981,72748,-10,-0.104510
2026-01-09,29800,202601F2,P,2996,0.0,7986,58981,72748,-313,-0.104510
2026-01-09,29850,202601F2,C,10,0.0,244,58981,72748,-1,-0.104510
2026-01-09,29850,202601F2,P,1435,0.0,7608,58981,72748,-149,-0.104510
2026-01-09,29900,202601F2,C,490,0.0,1046,58981,72748,-51,-0.104510
2026-01-09,29900,202601F2,P,3654,0.0,14454,58981,72748,-381,-0.104510
2026-01-09,29950,202601F2,C,505,0.0,1819,58981,72748,-52,-0.104510
