date,strike,expiry,cp,total_oi,settlement_price,volume,dealer_long_oi,dealer_short_oi,dealer_net_oi,dealer_fraction
2026-03-25,29300,202603W4,P,2,0.0,2,32692,37136,0,-0.063642
2026-03-25,29400,202603W4,C,2,0.0,1,32692,37136,0,-0.063642
2026-03-25,29400,202603W4,P,5397,0.0,987,32692,37136,-343,-0.063642
2026-03-25,29500,202603W4,P,1414,0.0,206,32692,37136,-89,-0.063642
2026-03-25,29600,202603W4,P,1423,0.0,109,32692,37136,-90,-0.063642
2026-03-25,29700,202603W4,P,1509,0.0,76,32692,37136,-96,-0.063642
2026-03-25,29800,202603W4,P,1248,0.0,152,32692,37136,-79,-0.063642
2026-03-25,29900,202603W4,P,1551,0.0,192,32692,37136,-98,-0.063642
2026-03-25,30000,202603W4,P,2118,0.0,851,32692,37136,-134,-0.063642
2026-03-25,30100,202603W4,P,424,0.0,209,32692,37136,-26,-0.063642
2026-03-25,30200,202603W4,P,705,0.0,494,32692,37136,-44,-0.063642
2026-03-25,30300,202603W4,C,1,0.0,0,32692,37136,0,-0.063642
2026-03-25,30300,202603W4,P,593,0.0,387,32692,37136,-37,-0.063642
2026-03-25,30400,202603W4,P,545,0.0,310,32692,37136,-34,-0.063642
2026-03-25,30500,202603W4,P,986,0.0,492,32692,37136,-62,-0.063642
2026-03-25,30600,202603W4,C,2,0.0,0,32692,37136,0,-0.063642
2026-03-25,30600,202603W4,P,542,0.0,510,32692,37136,-34,-0.063642
2026-03-25,30700,202603W4,P,834,0.0,1051,32692,37136,-53,-0.063642
2026-03-25,30800,202603W4,P,1386,0.0,865,32692,37136,-88,-0.063642
2026-03-25,30900,202603W4,P,1152,0.0,704,32692,37136,-73,-0.063642
2026-03-25,31000,202603W4,P,2729,0.0,3126,32692,37136,-173,-0.063642
2026-03-25,31100,202603W4,C,1,0.0,0,32692,37136,0,-0.063642
2026-03-25,31100,202603W4,P,824,0.0,1361,32692,37136,-52,-0.063642
2026-03-25,31200,202603W4,C,3,0.0,0,32692,37136,0,-0.063642
2026-03-25,31200,202603W4,P,965,0.0,1824,32692,37136,-61,-0.063642
2026-03-25,31300,202603W4,C,3,0.0,0,32692,37136,0,-0.063642
2026-03-25,31300,202603W4,P,1513,0.0,2121,32692,37136,-96,-0.063642
2026-03-25,31400,202603W4,C,1,0.0,0,32692,37136,0,-0.063642
2026-03-25,31400,202603W4,P,1053,0.0,2170,32692,37136,-67,-0.063642
2026-03-25,31500,202603W4,C,1,0.0,0,32692,37136,0,-0.063642
2026-03-25,31500,202603W4,P,1643,0.0,3417,32692,37136,-104,-0.063642
2026-03-25,31600,202603W4,C,7,0.0,2,32692,37136,0,-0.063642
2026-03-25,31600,202603W4,P,1085,0.0,3058,32692,37136,-69,-0.063642
2026-03-25,31650,202603W4,P,1,0.0,1,32692,37136,0,-0.063642
2026-03-25,31700,202603W4,C,3,0.0,5,32692,37136,0,-0.063642
2026-03-25,31700,202603W4,P,1180,0.0,2824,32692,37136,-75,-0.063642
2026-03-25,31750,202603W4,P,174,0.0,771,32692,37136,-11,-0.063642
2026-03-25,31800,202603W4,C,32,0.0,0,32692,37136,-2,-0.063642
2026-03-25,31800,202603W4,P,1374,0.0,3550,32692,37136,-87,-0.063642
2026-03-25,31850,202603W4,C,2,0.0,3,32692,37136,0,-0.063642
2026-03-25,31850,202603W4,P,476,0.0,1500,32692,37136,-30,-0.063642
2026-03-25,31900,202603W4,C,31,0.0,0,32692,37136,-1,-0.063642
2026-03-25,31900,202603W4,P,1406,0.0,3487,32692,37136,-89,-0.063642
2026-03-25,31950,202603W4,C,1,0.0,0,32692,37136,0,-0.063642
2026-03-25,31950,202603W4,P,494,0.0,1944,32692,37136,-31,-0.063642
2026-03-25,32000,202603W4,C,51,0.0,15,32692,37136,-3,-0.063642
2026-03-25,32000,202603W4,P,5907,0.0,14003,32692,37136,-375,-0.063642
2026-03-25,32050,202603W4,C,20,0.0,1,32692,37136,-1,-0.063642
2026-03-25,32050,202603W4,P,613,0.0,2215,32692,37136,-39,-0.063642
2026-03-25,32100,202603W4,C,24,0.0,28,32692,37136,-1,-0.063642
2026-03-25,32100,202603W4,P,989,0.0,4003,32692,37136,-62,-0.063642
2026-03-25,32150,202603W4,C,16,0.0,5,32692,37136,-1,-0.063642
2026-03-25,32150,202603W4,P,366,0.0,2332,32692,37136,-23,-0.063642
2026-03-25,32200,202603W4,C,129,0.0,55,32692,37136,-8,-0.063642
2026-03-25,32200,202603W4,P,1219,0.0,7909,32692,37136,-77,-0.063642
2026-03-25,32250,202603W4,C,58,0.0,24,32692,37136,-3,-0.063642
2026-03-25,32250,202603W4,P,365,0.0,2604,32692,37136,-23,-0.063642
2026-03-25,32300,202603W4,C,114,0.0,75,32692,37136,-7,-0.063642
2026-03-25,32300,202603W4,P,1183,0.0,7015,32692,37136,-75,-0.063642
2026-03-25,32350,202603W4,C,111,0.0,29,32692,37136,-7,-0.063642
2026-03-25,32350,202603W4,P,524,0.0,4497,32692,37136,-33,-0.063642
2026-03-25,32400,202603W4,C,237,0.0,128,32692,37136,-15,-0.063642
2026-03-25,32400,202603W4,P,1017,0.0,7406,32692,37136,-64,-0.063642
2026-03-25,32450,202603W4,C,36,0.0,17,32692,37136,-2,-0.063642
2026-03-25,32450,202603W4,P,411,0.0,4337,32692,37136,-26,-0.063642
2026-03-25,32500,202603W4,C,329,0.0,452,32692,37136,-20,-0.063642
2026-03-25,32500,202603W4,P,1806,0.0,12644,32692,37136,-114,-0.063642
2026-03-25,32550,202603W4,C,62,0.0,105,32692,37136,-3,-0.063642
2026-03-25,32550,202603W4,P,552,0.0,4835,32692,37136,-35,-0.063642
2026-03-25,32600,202603W4,C,242,0.0,628,32692,37136,-15,-0.063642
2026-03-25,32600,202603W4,P,1664,0.0,11241,32692,37136,-105,-0.063642
2026-03-25,32650,202603W4,C,112,0.0,459,32692,37136,-7,-0.063642
2026-03-25,32650,202603W4,P,431,0.0,5141,32692,37136,-27,-0.063642
2026-03-25,32700,202603W4,C,435,0.0,1997,32692,37136,-27,-0.063642
2026-03-25,32700,202603W4,P,1315,0.0,10451,32692,37136,-83,-0.063642
2026-03-25,32750,202603W4,C,200,0.0,1034,32692,37136,-12,-0.063642
2026-03-25,32750,202603W4,P,518,0.0,6007,32692,37136,-32,-0.063642
2026-03-25,32800,202603W4,C,399,0.0,1985,32692,37136,-25,-0.063642
2026-03-25,32800,202603W4,P,1597,0.0,11001,32692,37136,-101,-0.063642
2026-03-25,32850,202603W4,C,138,0.0,1853,32692,37136,-8,-0.063642
2026-03-25,32850,202603W4,P,875,0.0,5944,32692,37136,-55,-0.063642
2026-03-25,32900,202603W4,C,451,0.0,3167,32692,37136,-28,-0.063642
2026-03-25,32900,202603W4,P,1226,0.0,9760,32692,37136,-78,-0.063642
2026-03-25,32950,202603W4,C,206,0.0,1801,32692,37136,-13,-0.063642
2026-03-25,32950,202603W4,P,1043,0.0,6810,32692,37136,-66,-0.063642
2026-03-25,33000,202603W4,C,997,0.0,9843,32692,37136,-63,-0.063642
2026-03-25,33000,202603W4,P,3540,0.0,23434,32692,37136,-225,-0.063642
2026-03-25,33050,202603W4,C,247,0.0,3100,32692,37136,-15,-0.063642
2026-03-25,33050,202603W4,P,1318,0.0,7434,32692,37136,-83,-0.063642
2026-03-25,33100,202603W4,C,583,0.0,5769,32692,37136,-37,-0.063642
2026-03-25,33100,202603W4,P,1761,0.0,12097,32692,37136,-112,-0.063642
2026-03-25,33150,202603W4,C,271,0.0,4034,32692,37136,-17,-0.063642
2026-03-25,33150,202603W4,P,962,0.0,7648,32692,37136,-61,-0.063642
2026-03-25,33200,202603W4,C,590,0.0,10062,32692,37136,-37,-0.063642
2026-03-25,33200,202603W4,P,2355,0.0,17472,32692,37136,-149,-0.063642
2026-03-25,33250,202603W4,C,388,0.0,5681,32692,37136,-24,-0.063642
2026-03-25,33250,202603W4,P,1774,0.0,11049,32692,37136,-112,-0.063642
2026-03-25,33300,202603W4,C,705,0.0,10962,32692,37136,-44,-0.063642
2026-03-25,33300,202603W4,P,3438,0.0,20201,32692,37136,-218,-0.063642
2026-03-25,33350,202603W4,C,424,0.0,6025,32692,37136,-26,-0.063642
2026-03-25,33350,202603W4,P,1377,0.0,13216,32692,37136,-87,-0.063642
2026-03-25,33400,202603W4,C,898,0.0,15330,32692,37136,-57,-0.063642
2026-03-25,33400,202603W4,P,3962,0.0,23284,32692,37136,-252,-0.063642
2026-03-25,33450,202603W4,C,955,0.0,12866,32692,37136,-60,-0.063642
2026-03-25,33450,202603W4,P,3566,0.0,17924,32692,37136,-226,-0.063642
2026-03-25,33500,202603W4,C,3146,0.0,44491,32692,37136,-200,-0.063642
2026-03-25,33500,202603W4,P,5332,0.0,34929,32692,37136,-339,-0.063642
2026-03-25,33550,202603W4,C,5531,0.0,29132,32692,37136,-352,-0.063642
2026-03-25,33550,202603W4,P,1995,0.0,30556,32692,37136,-126,-0.063642
2026-03-25,33600,202603W4,C,5925,0.0,43415,32692,37136,-377,-0.063642
2026-03-25,33600,202603W4,P,3352,0.0,31788,32692,37136,-213,-0.063642
2026-03-25,33650,202603W4,C,3148,0.0,25303,32692,37136,-200,-0.063642
2026-03-25,33650,202603W4,P,1341,0.0,11522,32692,37136,-85,-0.063642
2026-03-25,33700,202603W4,C,3724,0.0,31601,32692,37136,-237,-0.063642
2026-03-25,33700,202603W4,P,1237,0.0,11272,32692,37136,-78,-0.063642
2026-03-25,33750,202603W4,C,2885,0.0,18102,32692,37136,-183,-0.063642
2026-03-25,33750,202603W4,P,273,0.0,2620,32692,37136,-17,-0.063642
2026-03-25,33800,202603W4,C,3254,0.0,23158,32692,37136,-207,-0.063642
2026-03-25,33800,202603W4,P,357,0.0,3476,32692,37136,-22,-0.063642
2026-03-25,33850,202603W4,C,2072,0.0,11531,32692,37136,-131,-0.063642
2026-03-25,33850,202603W4,P,85,0.0,334,32692,37136,-5,-0.063642
2026-03-25,33900,202603W4,C,2342,0.0,14512,32692,37136,-149,-0.063642
2026-03-25,33900,202603W4,P,282,0.0,985,32692,37136,-17,-0.063642
2026-03-25,33950,202603W4,C,1296,0.0,7462,32692,37136,-82,-0.063642
2026-03-25,33950,202603W4,P,81,0.0,158,32692,37136,-5,-0.063642
2026-03-25,34000,202603W4,C,4818,0.0,24107,32692,37136,-306,-0.063642
2026-03-25,34000,202603W4,P,138,0.0,775,32692,37136,-8,-0.063642
2026-03-25,34050,202603W4,C,1476,0.0,6773,32692,37136,-93,-0.063642
2026-03-25,34050,202603W4,P,53,0.0,235,32692,37136,-3,-0.063642
2026-03-25,34100,202603W4,C,1979,0.0,10178,32692,37136,-125,-0.063642
2026-03-25,34100,202603W4,P,90,0.0,99,32692,37136,-5,-0.063642
2026-03-25,34150,202603W4,C,881,0.0,3733,32692,37136,-56,-0.063642
2026-03-25,34150,202603W4,P,19,0.0,2,32692,37136,-1,-0.063642
2026-03-25,34200,202603W4,C,2413,0.0,6378,32692,37136,-153,-0.063642
2026-03-25,34200,202603W4,P,31,0.0,39,32692,37136,-1,-0.063642
2026-03-25,34250,202603W4,C,1118,0.0,3140,32692,37136,-71,-0.063642
2026-03-25,34250,202603W4,P,190,0.0,1,32692,37136,-12,-0.063642
