date,strike,expiry,cp,total_oi,settlement_price,volume,dealer_long_oi,dealer_short_oi,dealer_net_oi,dealer_fraction
2026-01-22,27200,202601F4,P,102,0.1,1,66925,83443,-11,-0.109851
2026-01-22,27300,202601F4,P,23,0.1,0,66925,83443,-2,-0.109851
2026-01-22,27400,202601F4,P,10,0.1,0,66925,83443,-1,-0.109851
2026-01-22,27500,202601F4,P,11,0.1,0,66925,83443,-1,-0.109851
2026-01-22,27600,202601F4,P,110,0.2,100,66925,83443,-12,-0.109851
2026-01-22,27700,202601F4,P,14,0.2,2,66925,83443,-1,-0.109851
2026-01-22,27800,202601F4,P,35,0.2,1,66925,83443,-3,-0.109851
2026-01-22,27900,202601F4,P,48,0.2,0,66925,83443,-5,-0.109851
2026-01-22,28000,202601F4,P,251,0.2,47,66925,83443,-27,-0.109851
2026-01-22,28100,202601F4,P,27,0.2,6,66925,83443,-2,-0.109851
2026-01-22,28200,202601F4,P,21,0.2,18,66925,83443,-2,-0.109851
2026-01-22,28300,202601F4,P,64,0.2,22,66925,83443,-7,-0.109851
2026-01-22,28400,202601F4,P,34,0.2,23,66925,83443,-3,-0.109851
2026-01-22,28500,202601F4,C,12,3220.0,0,66925,83443,-1,-0.109851
2026-01-22,28500,202601F4,P,354,0.2,360,66925,83443,-38,-0.109851
2026-01-22,28600,202601F4,P,29,0.2,20,66925,83443,-3,-0.109851
2026-01-22,28700,202601F4,P,46,0.3,22,66925,83443,-5,-0.109851
2026-01-22,28800,202601F4,P,30,0.3,14,66925,83443,-3,-0.109851
2026-01-22,28900,202601F4,P,52,0.3,61,66925,83443,-5,-0.109851
2026-01-22,29000,202601F4,P,271,0.5,222,66925,83443,-29,-0.109851
2026-01-22,29100,202601F4,P,70,0.5,72,66925,83443,-7,-0.109851
2026-01-22,29200,202601F4,P,55,0.5,146,66925,83443,-6,-0.109851
2026-01-22,29300,202601F4,P,67,0.5,117,66925,83443,-7,-0.109851
2026-01-22,29400,202601F4,P,63,0.6,108,66925,83443,-6,-0.109851
2026-01-22,29450,202601F4,P,17,0.6,31,66925,83443,-1,-0.109851
2026-01-22,29500,202601F4,P,91,0.6,192,66925,83443,-9,-0.109851
2026-01-22,29550,202601F4,P,32,0.6,136,66925,83443,-3,-0.109851
2026-01-22,29600,202601F4,P,111,0.6,423,66925,83443,-12,-0.109851
2026-01-22,29650,202601F4,C,1,2080.0,0,66925,83443,0,-0.109851
2026-01-22,29650,202601F4,P,58,0.7,87,66925,83443,-6,-0.109851
2026-01-22,29700,202601F4,P,148,0.8,451,66925,83443,-16,-0.109851
2026-01-22,29750,202601F4,P,79,0.9,92,66925,83443,-8,-0.109851
2026-01-22,29800,202601F4,P,501,0.9,552,66925,83443,-55,-0.109851
2026-01-22,29850,202601F4,P,162,1.0,254,66925,83443,-17,-0.109851
2026-01-22,29900,202601F4,P,366,1.0,526,66925,83443,-40,-0.109851
2026-01-22,29950,202601F4,P,92,1.0,206,66925,83443,-10,-0.109851
2026-01-22,30000,202601F4,P,1006,1.0,1722,66925,83443,-110,-0.109851
2026-01-22,30050,202601F4,P,188,1.0,491,66925,83443,-20,-0.109851
2026-01-22,30100,202601F4,C,10,1630.0,0,66925,83443,-1,-0.109851
2026-01-22,30100,202601F4,P,427,1.2,1129,66925,83443,-46,-0.109851
2026-01-22,30150,202601F4,C,20,1580.0,0,66925,83443,-2,-0.109851
2026-01-22,30150,202601F4,P,281,1.4,771,66925,83443,-30,-0.109851
2026-01-22,30200,202601F4,C,9,1530.0,0,66925,83443,0,-0.109851
2026-01-22,30200,202601F4,P,557,1.4,1999,66925,83443,-61,-0.109851
2026-01-22,30250,202601F4,C,45,1480.0,0,66925,83443,-4,-0.109851
2026-01-22,30250,202601F4,P,292,1.5,1483,66925,83443,-32,-0.109851
2026-01-22,30300,202601F4,C,42,1430.0,4,66925,83443,-4,-0.109851
2026-01-22,30300,202601F4,P,830,1.6,4296,66925,83443,-91,-0.109851
2026-01-22,30350,202601F4,C,25,1380.0,0,66925,83443,-2,-0.109851
2026-01-22,30350,202601F4,P,271,1.7,1360,66925,83443,-29,-0.109851
2026-01-22,30400,202601F4,C,26,1330.0,3,66925,83443,-2,-0.109851
2026-01-22,30400,202601F4,P,801,1.7,4048,66925,83443,-87,-0.109851
2026-01-22,30450,202601F4,C,12,1280.0,0,66925,83443,-1,-0.109851
2026-01-22,30450,202601F4,P,283,1.8,1531,66925,83443,-31,-0.109851
2026-01-22,30500,202601F4,C,4,1230.0,4,66925,83443,0,-0.109851
2026-01-22,30500,202601F4,P,1113,1.8,5329,66925,83443,-122,-0.109851
2026-01-22,30550,202601F4,C,5,1180.0,0,66925,83443,0,-0.109851
2026-01-22,30550,202601F4,P,478,1.9,1558,66925,83443,-52,-0.109851
2026-01-22,30600,202601F4,C,22,1130.0,3,66925,83443,-2,-0.109851
2026-01-22,30600,202601F4,P,1303,2.0,4198,66925,83443,-143,-0.109851
2026-01-22,30650,202601F4,C,38,1080.0,6,66925,83443,-4,-0.109851
