date,strike,expiry,cp,total_oi,settlement_price,volume,dealer_long_oi,dealer_short_oi,dealer_net_oi,dealer_fraction
2026-03-06,29500,202603F1,P,512,0.0,101,50845,58930,-37,-0.073651
2026-03-06,29600,202603F1,P,392,0.0,0,50845,58930,-28,-0.073651
2026-03-06,29700,202603F1,P,268,0.0,0,50845,58930,-19,-0.073651
2026-03-06,29800,202603F1,P,280,0.0,0,50845,58930,-20,-0.073651
2026-03-06,29900,202603F1,P,468,0.0,20,50845,58930,-34,-0.073651
2026-03-06,30000,202603F1,P,457,0.0,236,50845,58930,-33,-0.073651
2026-03-06,30100,202603F1,P,22,0.0,17,50845,58930,-1,-0.073651
2026-03-06,30200,202603F1,P,8915,0.0,1858,50845,58930,-656,-0.073651
2026-03-06,30300,202603F1,P,1176,0.0,773,50845,58930,-86,-0.073651
2026-03-06,30400,202603F1,P,696,0.0,624,50845,58930,-51,-0.073651
2026-03-06,30500,202603F1,P,944,0.0,742,50845,58930,-69,-0.073651
2026-03-06,30600,202603F1,P,685,0.0,594,50845,58930,-50,-0.073651
2026-03-06,30700,202603F1,P,770,0.0,972,50845,58930,-56,-0.073651
2026-03-06,30800,202603F1,P,529,0.0,872,50845,58930,-38,-0.073651
2026-03-06,30900,202603F1,P,437,0.0,837,50845,58930,-32,-0.073651
2026-03-06,31000,202603F1,P,2087,0.0,2352,50845,58930,-153,-0.073651
2026-03-06,31100,202603F1,P,777,0.0,995,50845,58930,-57,-0.073651
2026-03-06,31200,202603F1,P,733,0.0,1203,50845,58930,-53,-0.073651
2026-03-06,31300,202603F1,P,712,0.0,1083,50845,58930,-52,-0.073651
2026-03-06,31400,202603F1,P,501,0.0,1011,50845,58930,-36,-0.073651
2026-03-06,31500,202603F1,P,1159,0.0,2559,50845,58930,-85,-0.073651
2026-03-06,31600,202603F1,C,5,0.0,0,50845,58930,0,-0.073651
2026-03-06,31600,202603F1,P,1140,0.0,2261,50845,58930,-83,-0.073651
2026-03-06,31700,202603F1,P,584,0.0,1543,50845,58930,-43,-0.073651
2026-03-06,31800,202603F1,P,963,0.0,3583,50845,58930,-70,-0.073651
2026-03-06,31850,202603F1,P,179,0.0,680,50845,58930,-13,-0.073651
2026-03-06,31900,202603F1,P,1936,0.0,3531,50845,58930,-142,-0.073651
2026-03-06,31950,202603F1,P,240,0.0,776,50845,58930,-17,-0.073651
2026-03-06,32000,202603F1,C,6,0.0,0,50845,58930,0,-0.073651
2026-03-06,32000,202603F1,P,7086,0.0,12685,50845,58930,-521,-0.073651
2026-03-06,32050,202603F1,P,146,0.0,1106,50845,58930,-10,-0.073651
2026-03-06,32100,202603F1,C,1,0.0,0,50845,58930,0,-0.073651
2026-03-06,32100,202603F1,P,489,0.0,2864,50845,58930,-36,-0.073651
2026-03-06,32150,202603F1,P,368,0.0,1322,50845,58930,-27,-0.073651
2026-03-06,32200,202603F1,C,1,0.0,2,50845,58930,0,-0.073651
2026-03-06,32200,202603F1,P,1102,0.0,3858,50845,58930,-81,-0.073651
2026-03-06,32250,202603F1,C,6,0.0,6,50845,58930,0,-0.073651
2026-03-06,32250,202603F1,P,326,0.0,1621,50845,58930,-24,-0.073651
2026-03-06,32300,202603F1,C,3,0.0,3,50845,58930,0,-0.073651
2026-03-06,32300,202603F1,P,1521,0.0,4221,50845,58930,-112,-0.073651
2026-03-06,32350,202603F1,P,866,0.0,2929,50845,58930,-63,-0.073651
